Time,Voltage
875.0382487773895,88.02
876.0765464305878,88.09
877.120641708374,88.16
878.1585702896118,88.23
879.2045998573303,88.3
880.2410135269165,88.37
881.2816867828369,88.44
882.3067882061005,88.51
883.3485288619995,88.58000000000001
884.3933634757996,88.65
885.4173519611359,88.72
886.4700915813446,88.78999999999999
887.4981188774109,88.86
888.5383856296539,88.92
889.588262796402,88.99
890.6055059432983,89.06
891.6597347259521,89.13
892.6835253238678,89.2
893.7255353927612,89.27
894.7790126800537,89.34
895.8222796916962,89.41
896.8628072738647,89.48
897.8874852657318,89.55000000000001
898.9266266822815,89.61
899.9693880081177,89.67999999999999
901.009815454483,89.75
902.0457377433777,89.82
903.0906918048859,89.89
904.1214606761932,89.96
905.167534828186,90.03
906.186933517456,90.09
907.2283899784088,90.16000000000001
908.2665150165558,90.23
909.2991425991058,90.30000000000001
910.3436379432678,90.37
911.3784670829773,90.44000000000001
912.4085421562195,90.5
913.446567773819,90.57
914.4916894435883,90.64
915.5297071933746,90.71
916.5856428146362,90.77000000000001
917.6084611415863,90.84
918.6487476825714,90.91000000000001
919.6779289245605,90.98
920.7192485332489,91.03999999999999
921.7622442245483,91.11
922.7973821163177,91.17999999999999
923.8266551494598,91.24
924.8663747310638,91.31
925.902997970581,91.38000000000001
926.9277470111847,91.44
927.9784035682678,91.50999999999999
929.0108299255371,91.58
930.0612733364105,91.64999999999999
931.0908498764038,91.71
932.1222789287567,91.78
933.1642010211945,91.85
934.1945719718933,91.91000000000001
935.2376191616058,91.98
936.285843372345,92.05000000000001
937.3257503509521,92.11
938.3748335838318,92.17999999999999
939.3993012905121,92.24000000000001
940.4364137649536,92.31
941.4662437438965,92.38000000000001
942.5085897445679,92.44
943.5529828071594,92.50999999999999
944.5973694324493,92.58
945.6179203987122,92.64
946.6583471298218,92.71
947.7007262706757,92.78
948.7329654693604,92.84
949.7656967639923,92.91000000000001
950.8075489997864,92.97
951.8507037162781,93.03999999999999
952.8884844779968,93.11
953.9272594451904,93.17
954.9573891162872,93.24000000000001
956.0003545284271,93.3
957.0414302349091,93.36999999999999
958.0816190242767,93.42999999999999
959.1305661201477,93.5
960.1582100391388,93.57000000000001
961.1892266273499,93.63000000000001
962.2320647239685,93.7
963.2989830970764,93.75999999999999
964.3227310180664,93.83
965.3695366382599,93.89
966.4049639701843,93.96000000000001
967.4376556873322,94.02000000000001
968.4673099517822,94.08999999999999
969.505651473999,94.14999999999999
970.549304485321,94.22
971.5895597934723,94.28
972.6271860599518,94.35000000000001
973.6715841293335,94.41
974.7066526412964,94.47999999999999
975.7479400634766,94.53999999999999
976.7851617336273,94.60000000000001
977.8160841464996,94.67
978.8584661483765,94.72999999999999
979.9014329910278,94.8
980.9272501468658,94.86
981.9733879566193,94.93
983.009218454361,94.99000000000001
984.0473549365997,95.05
985.0925526618958,95.11999999999999
986.1165246963501,95.18
987.1535251140594,95.25
988.2001831531525,95.31
989.2373781204224,95.36999999999999
990.2664141654968,95.44
991.3278563022614,95.5
992.3459594249725,95.56
993.3895764350891,95.63000000000001
994.4283709526062,95.69
995.4683499336243,95.75
996.503007888794,95.82000000000001
997.5394511222839,95.88000000000001
998.5775418281555,95.94
999.6159265041351,96.01
1000.6465442180634,96.07000000000001
1001.6984128952026,96.13
1002.7267405986786,96.19999999999999
1003.7766389846802,96.26
1004.813410282135,96.32000000000001
1005.8488273620605,96.39
1006.8868985176086,96.44999999999999
1007.9188034534454,96.51
1008.9689373970032,96.58
1010.0041456222534,96.64
1011.0284149646759,96.69999999999999
1012.0817816257477,96.76
